/docker-entrypoint.sh: /docker-entrypoint.d/ is not empty, will attempt to perform configuration
/docker-entrypoint.sh: Looking for shell scripts in /docker-entrypoint.d/
/docker-entrypoint.sh: Launching /docker-entrypoint.d/10-listen-on-ipv6-by-default.sh
10-listen-on-ipv6-by-default.sh: info: Getting the checksum of /etc/nginx/conf.d/default.conf
[20/Oct/2023:11:40:07 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:08 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:08 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:08 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:08 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
2023/10/20 11:40:11 [error] 43#43: *541 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:11 [warn] 43#43: *541 upstream server temporarily disabled while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:12 [warn] 28#28: *546 upstream server temporarily disabled while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:12 [error] 28#28: *546 upstream timed out (110: Connection timed out) while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:14 [warn] 28#28: *555 upstream server temporarily disabled while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:14 [error] 28#28: *555 upstream timed out (110: Connection timed out) while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:16 [warn] 28#28: *564 upstream server temporarily disabled while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:16 [error] 28#28: *564 upstream timed out (110: Connection timed out) while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:18 [warn] 28#28: *573 upstream server temporarily disabled while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:18 [error] 28#28: *573 upstream timed out (110: Connection timed out) while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:20 [warn] 28#28: *580 upstream server temporarily disabled while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:20 [error] 28#28: *580 upstream timed out (110: Connection timed out) while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:21 [warn] 29#29: *583 upstream server temporarily disabled while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:21 [error] 29#29: *583 upstream timed out (110: Connection timed out) while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:23 [warn] 29#29: *590 upstream server temporarily disabled while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:23 [error] 29#29: *590 upstream timed out (110: Connection timed out) while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
[20/Oct/2023:11:40:09 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:09 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:09 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:09 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:10 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:10 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:10 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:10 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:11 +0000]172.20.0.1 ->172.20.0.9:8080, 172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:11 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:12 +0000]172.20.0.1 ->172.20.0.9:8080, 172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:12 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:13 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:13 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:14 +0000]172.20.0.1 ->172.20.0.9:8080, 172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:14 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:15 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:15 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:16 +0000]172.20.0.1 ->172.20.0.9:8080, 172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:16 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:17 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:17 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:18 +0000]172.20.0.1 ->172.20.0.9:8080, 172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:19 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:19 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:20 +0000]172.20.0.1 ->172.20.0.9:8080, 172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:21 +0000]172.20.0.1 ->172.20.0.9:8080, 172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:22 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:22 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:23 +0000]172.20.0.1 ->172.20.0.9:8080, 172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:23 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:24 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:24 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:25 +0000]172.20.0.1 ->172.20.0.9:8080, 172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:25 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:26 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:26 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:27 +0000]172.20.0.1 ->172.20.0.9:8080, 172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:27 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:28 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:28 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:28 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:28 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:29 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:29 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:29 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:29 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:30 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:30 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
2023/10/20 11:40:25 [warn] 29#29: *599 upstream server temporarily disabled while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:25 [error] 29#29: *599 upstream timed out (110: Connection timed out) while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:27 [warn] 29#29: *608 upstream server temporarily disabled while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
2023/10/20 11:40:27 [error] 29#29: *608 upstream timed out (110: Connection timed out) while connecting to upstream, client: 172.20.0.1, server: otuslab, request: "GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1", upstream: "http://172.20.0.9:8080/user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f", host: "localhost"
[20/Oct/2023:11:40:30 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:30 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:31 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:31 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:31 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:31 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:32 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:32 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:32 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:32 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:33 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:33 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:33 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:33 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:34 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:34 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:34 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:35 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:35 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:35 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:35 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:36 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:36 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:36 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:36 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:37 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:37 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:37 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:37 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:38 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:38 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:38 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:38 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:39 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:39 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:39 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:39 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:40 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:40 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:40 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:40 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:41 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:41 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:41 +0000]172.20.0.1 ->172.20.0.9:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
[20/Oct/2023:11:40:41 +0000]172.20.0.1 ->172.20.0.13:8080"GET /user/get/8eb54d56-15eb-4305-a2e2-c2d09ababe8f HTTP/1.1" 200 141 "python-requests/2.28.1"
